Random_ID,WORRIED,HEALTHY,FEWFOOD,SKIPPED,ATELESS,RUNOUT,HUNGRY,WHLDAY,wt,year,N_adults,N_child,Raw_score,Raw_score_par,Raw_score_par_error,Prob_Mod_Sev,Prob_sev,Age,Education,Area,Gender
203949186,1,0,0,1,1,0,0,1,.6705,2020,07,00,4,.126058164938327,.929306211903251,.681239122381297,.0298798332078331,26,Secondary,Towns/Rural,Male
165983681,1,0,1,1,0,0,1,0,.1526,2020,05,01,4,.126058164938327,.929306211903251,.681239122381297,.0298798332078331,26,College,Urban/Suburbs,Female
149544981,1,1,1,1,1,1,0,1,.3656,2020,02,04,7,2.8574209055801,1.34735900352858,.99066794157314,.7669221841951051,36,Elementary_or_less,Towns/Rural,Male
155643981,1,1,1,1,1,1,1,1,.2945,2020,02,03,8,4.49978025615947,1.78440668629484,.996495952835501,.929307653358724,30,College,Towns/Rural,Male
178569794,1,1,1,1,1,1,0,1,.8685,2020,05,07,7,2.8574209055801,1.34735900352858,.99066794157314,.7669221841951051,23,Secondary,Towns/Rural,Male
207537275,0,0,0,0,0,0,0,0,.5711000000000001,2020,01,01,0,-3.47563223924269,1.78440668629484,0,0,20,Secondary,Towns/Rural,Female
180242555,1,1,1,1,1,1,1,1,1.0579,2020,02,06,8,4.49978025615947,1.78440668629484,.996495952835501,.929307653358724,24,Secondary,Towns/Rural,Female
121612824,,1,0,1,1,0,0,0,1.0686,2020,06,06,,,,,,18,Secondary,Urban/Suburbs,Male
209221213,1,1,1,1,0,1,0,0,2.4495,2020,03,03,5,.853854679816141,.960733840625401,.887491674885726,.143791743739794,35,Secondary,Towns/Rural,Female
117363855,1,1,1,1,1,1,0,0,.8685,2020,03,04,6,1.70629385467405,1.06083907823783,.971437695827388,.436623513369523,42,Secondary,Urban/Suburbs,Male
163566723,1,0,1,0,1,1,0,0,1.4693,2020,08,00,4,.126058164938327,.929306211903251,.681239122381297,.0298798332078331,21,Secondary,Towns/Rural,Female
152803248,1,1,1,1,1,1,1,1,1.5489,2020,06,06,8,4.49978025615947,1.78440668629484,.996495952835501,.929307653358724,18,Elementary_or_less,Urban/Suburbs,Female
132782102,1,1,1,1,1,1,1,1,.2839,2020,02,02,8,4.49978025615947,1.78440668629484,.996495952835501,.929307653358724,46,Secondary,Towns/Rural,Male
126426877,1,1,1,1,1,0,0,0,.3097,2020,03,00,5,.853854679816141,.960733840625401,.887491674885726,.143791743739794,50,College,Urban/Suburbs,Male
202808001,1,1,1,1,1,1,1,1,.0443,2020,07,04,8,4.49978025615947,1.78440668629484,.996495952835501,.929307653358724,49,College,Towns/Rural,Male
